Site_ID,Sub_ID,Session,Series,Unique_ID,SNR,EFC,Smoothness_of_Voxels,FBER,GSR,mFD,PercentFD_greater_than_0.20,NumFD_greater_than_0.20,DVARS,Outliers,GCORR,Median_Distance_Index,
ABIDEII-BNI_1,29016,session_1,rest_1,ABIDEII-BNI_1_29016_session_1_rest_1,10.03736436,0.400682995,1.99555675,13.49904088,0.005743828,0.230651532,47.9339,58,1.236714757,0.004045917,0.058757649,0.025472853,ABIDEII-BNI_1_29016_session_1_rest_1
ABIDEII-BNI_1,29017,session_1,rest_1,ABIDEII-BNI_1_29017_session_1_rest_1,11.35452603,0.378664434,2.424754119,16.45807674,0.033271018,0.118774639,7.438,9,0.650951106,0.01309775,0.083242357,0.049691065,ABIDEII-BNI_1_29017_session_1_rest_1
ABIDEII-BNI_1,29018,session_1,rest_1,ABIDEII-BNI_1_29018_session_1_rest_1,11.38840453,0.37078269,1.804114508,16.14180933,0.011412334,0.167780193,26.4463,32,1.087737876,0.004852667,0.069463163,0.035081804,ABIDEII-BNI_1_29018_session_1_rest_1
ABIDEII-BNI_1,29019,session_1,rest_1,ABIDEII-BNI_1_29019_session_1_rest_1,9.565218471,0.389060691,1.754473987,11.01702976,0.008409821,0.106581842,11.5702,14,1.189262017,0.003808333,0.065652725,0.027868902,ABIDEII-BNI_1_29019_session_1_rest_1
ABIDEII-BNI_1,29020,session_1,rest_1,ABIDEII-BNI_1_29020_session_1_rest_1,10.50187323,0.375512107,1.905506967,12.04317133,0.009808274,0.582984546,87.6033,106,1.203731866,0.005097833,0.025072016,0.032661009,ABIDEII-BNI_1_29020_session_1_rest_1
ABIDEII-BNI_1,29021,session_1,rest_1,ABIDEII-BNI_1_29021_session_1_rest_1,10.54240639,0.388855394,1.885376718,15.0232498,0.018756671,0.066402433,0.8264,1,1.251671198,0.006809667,0.125254409,0.030763848,ABIDEII-BNI_1_29021_session_1_rest_1
ABIDEII-BNI_1,29022,session_1,rest_1,ABIDEII-BNI_1_29022_session_1_rest_1,9.037047985,0.398025427,1.937916851,9.15743088,-0.006556074,0.31733493,78.5124,95,1.280455628,0.004028667,0.05664972,0.022976013,ABIDEII-BNI_1_29022_session_1_rest_1
ABIDEII-BNI_1,29023,session_1,rest_1,ABIDEII-BNI_1_29023_session_1_rest_1,10.00365265,0.377568209,1.924775945,11.98383987,0.007349881,0.131620673,17.3554,21,1.103801646,0.002833083,0.060396334,0.033871972,ABIDEII-BNI_1_29023_session_1_rest_1
ABIDEII-BNI_1,29024,session_1,rest_1,ABIDEII-BNI_1_29024_session_1_rest_1,10.70966197,0.406553235,1.904021928,17.87169305,0.012807497,0.143393538,10.7438,13,1.319025602,0.00163925,0.075892787,0.027434312,ABIDEII-BNI_1_29024_session_1_rest_1
ABIDEII-BNI_1,29025,session_1,rest_1,ABIDEII-BNI_1_29025_session_1_rest_1,10.31994237,0.370148978,1.899987004,11.98265766,0.005890332,0.085797541,2.4793,3,1.253779328,0.00280875,0.119509492,0.03829839,ABIDEII-BNI_1_29025_session_1_rest_1
ABIDEII-BNI_1,29026,session_1,rest_1,ABIDEII-BNI_1_29026_session_1_rest_1,10.2392948,0.377833013,1.8291801,11.53679914,0.008671434,0.232708267,48.7603,59,1.245183644,0.002215667,0.074582476,0.032478578,ABIDEII-BNI_1_29026_session_1_rest_1
ABIDEII-BNI_1,29027,session_1,rest_1,ABIDEII-BNI_1_29027_session_1_rest_1,10.10885794,0.368103045,1.960944102,11.89998703,0.014943053,0.091877183,4.9587,6,1.137735161,0.00252675,0.10626785,0.039367406,ABIDEII-BNI_1_29027_session_1_rest_1
ABIDEII-BNI_1,29028,session_1,rest_1,ABIDEII-BNI_1_29028_session_1_rest_1,10.50307606,0.38568229,1.938428514,12.31224321,0.010439732,0.225623914,19.8347,24,1.355444743,0.035313667,0.084381858,0.020270385,ABIDEII-BNI_1_29028_session_1_rest_1
ABIDEII-BNI_1,29029,session_1,rest_1,ABIDEII-BNI_1_29029_session_1_rest_1,10.48208351,0.376730258,2.130209924,11.46668793,0.007247782,0.179666885,29.7521,36,1.31049709,0.00296825,0.112642801,0.024072668,ABIDEII-BNI_1_29029_session_1_rest_1
ABIDEII-BNI_1,29030,session_1,rest_1,ABIDEII-BNI_1_29030_session_1_rest_1,11.20324621,0.366450016,2.278291094,13.59474653,0.01743271,0.15125226,17.3554,21,1.05012259,0.015519333,0.01431075,0.036442263,ABIDEII-BNI_1_29030_session_1_rest_1
ABIDEII-BNI_1,29031,session_1,rest_1,ABIDEII-BNI_1_29031_session_1_rest_1,10.14717928,0.403459576,2.13831631,14.98430562,0.015160439,0.166044706,23.1405,28,1.347178345,0.005423,0.144608316,0.023432113,ABIDEII-BNI_1_29031_session_1_rest_1
ABIDEII-BNI_1,29032,session_1,rest_1,ABIDEII-BNI_1_29032_session_1_rest_1,11.19620876,0.372962393,2.224740926,14.66373208,0.012628346,0.244021407,40.4959,49,1.09173152,0.00587225,0.092002214,0.03017706,ABIDEII-BNI_1_29032_session_1_rest_1
ABIDEII-BNI_1,29033,session_1,rest_1,ABIDEII-BNI_1_29033_session_1_rest_1,10.87246174,0.387109929,1.979210874,12.96441949,-0.001204225,0.135623403,17.3554,21,1.15456518,0.003491333,0.092077501,0.013700208,ABIDEII-BNI_1_29033_session_1_rest_1
ABIDEII-BNI_1,29034,session_1,rest_1,ABIDEII-BNI_1_29034_session_1_rest_1,9.671410546,0.395970385,2.290500261,11.95862864,0.016085785,0.081369142,2.4793,3,1.393588639,0.00894925,0.052017677,0.023875533,ABIDEII-BNI_1_29034_session_1_rest_1
ABIDEII-BNI_1,29035,session_1,rest_1,ABIDEII-BNI_1_29035_session_1_rest_1,10.65612435,0.393168747,2.116995942,13.4339583,0.011695148,0.068369272,0.8264,1,1.297219137,0.00352225,0.050694916,0.016104675,ABIDEII-BNI_1_29035_session_1_rest_1
ABIDEII-BNI_1,29036,session_1,rest_1,ABIDEII-BNI_1_29036_session_1_rest_1,9.431148536,0.409308113,2.084993204,10.84465514,0.024762224,0.30506543,70.2479,85,1.174141918,0.002353167,0.033682298,0.01235489,ABIDEII-BNI_1_29036_session_1_rest_1
ABIDEII-BNI_1,29037,session_1,rest_1,ABIDEII-BNI_1_29037_session_1_rest_1,9.678608227,0.400476242,2.169100219,12.81670153,0.016410729,0.250514247,53.719,65,1.314282973,0.004390333,0.057125515,0.021024453,ABIDEII-BNI_1_29037_session_1_rest_1
ABIDEII-BNI_1,29038,session_1,rest_1,ABIDEII-BNI_1_29038_session_1_rest_1,10.27945271,0.389564361,2.094929138,13.02065004,0.015172889,0.18829297,34.7107,42,0.980461428,0.0053335,0.059747336,0.02607287,ABIDEII-BNI_1_29038_session_1_rest_1
ABIDEII-BNI_1,29039,session_1,rest_1,ABIDEII-BNI_1_29039_session_1_rest_1,11.13412003,0.387843687,2.253723995,15.62656401,0.006087044,0.21098386,28.9256,35,1.130743259,0.01183075,0.106258244,0.027784409,ABIDEII-BNI_1_29039_session_1_rest_1
ABIDEII-BNI_1,29040,session_1,rest_1,ABIDEII-BNI_1_29040_session_1_rest_1,10.53914457,0.405879734,1.961640948,10.68508604,0.013605733,0.107532311,6.6116,8,1.242463164,0.019216167,0.010450943,0.042573897,ABIDEII-BNI_1_29040_session_1_rest_1
ABIDEII-BNI_1,29041,session_1,rest_1,ABIDEII-BNI_1_29041_session_1_rest_1,12.04535359,0.353458919,2.099997587,16.27843417,0.00969777,0.254447947,31.405,38,1.096689915,0.0072795,0.089780025,0.037147047,ABIDEII-BNI_1_29041_session_1_rest_1
ABIDEII-BNI_1,29042,session_1,rest_1,ABIDEII-BNI_1_29042_session_1_rest_1,9.814939715,0.408716043,2.194648781,11.79610409,-0.00250692,0.158058608,23.1405,28,1.179224974,0.0056645,0.040804548,0.013935052,ABIDEII-BNI_1_29042_session_1_rest_1
ABIDEII-BNI_1,29043,session_1,rest_1,ABIDEII-BNI_1_29043_session_1_rest_1,9.753190561,0.39588441,2.1090592,10.40863923,0.002608626,0.109220089,8.2645,10,1.189291879,0.002158333,0.129549417,0.014386021,ABIDEII-BNI_1_29043_session_1_rest_1
ABIDEII-BNI_1,29044,session_1,rest_1,ABIDEII-BNI_1_29044_session_1_rest_1,10.11114183,0.370479553,2.26748867,11.0215116,0.004648566,0.172889356,33.0579,40,1.137790033,0.00545175,0.096270264,0.028684617,ABIDEII-BNI_1_29044_session_1_rest_1
ABIDEII-BNI_1,29045,session_1,rest_1,ABIDEII-BNI_1_29045_session_1_rest_1,10.03199369,0.390026654,2.012142739,11.9162716,0.011048991,0.156211989,22.314,27,1.217676588,0.003395583,0.074094298,0.021957071,ABIDEII-BNI_1_29045_session_1_rest_1
ABIDEII-BNI_1,29046,session_1,rest_1,ABIDEII-BNI_1_29046_session_1_rest_1,11.43172426,0.379204717,2.224660019,16.32842696,0.012667709,0.17993141,21.4876,26,1.297452364,0.010484917,0.212397622,0.022285718,ABIDEII-BNI_1_29046_session_1_rest_1
ABIDEII-BNI_1,29047,session_1,rest_1,ABIDEII-BNI_1_29047_session_1_rest_1,10.14019244,0.405507517,1.897236157,12.90125986,0.021777667,0.137675168,16.5289,20,1.365208594,0.004468083,0.046000006,0.014460123,ABIDEII-BNI_1_29047_session_1_rest_1
ABIDEII-BNI_1,29048,session_1,rest_1,ABIDEII-BNI_1_29048_session_1_rest_1,9.488048504,0.398197552,2.091554522,12.42726091,0.005297946,0.164460685,29.7521,36,1.425887492,0.00303775,0.050565779,0.024700663,ABIDEII-BNI_1_29048_session_1_rest_1
ABIDEII-BNI_1,29049,session_1,rest_1,ABIDEII-BNI_1_29049_session_1_rest_1,9.041789414,0.398637172,2.171516997,9.02360114,-0.002561972,0.159251606,27.2727,33,1.124277435,0.003555167,0.077949558,0.018468873,ABIDEII-BNI_1_29049_session_1_rest_1
ABIDEII-BNI_1,29050,session_1,rest_1,ABIDEII-BNI_1_29050_session_1_rest_1,10.23973177,0.381525579,2.052476315,12.08406378,0.012226418,0.098989483,2.4793,3,1.243217647,0.021740083,0.042466559,0.024072482,ABIDEII-BNI_1_29050_session_1_rest_1
ABIDEII-BNI_1,29051,session_1,rest_1,ABIDEII-BNI_1_29051_session_1_rest_1,9.995031078,0.394330391,2.406429929,12.20852552,0.010921976,0.304499903,31.405,38,0.936624007,0.0286445,0.020512089,0.022917294,ABIDEII-BNI_1_29051_session_1_rest_1
ABIDEII-BNI_1,29052,session_1,rest_1,ABIDEII-BNI_1_29052_session_1_rest_1,10.956123,0.368790243,2.301715052,14.74213032,0.019749023,0.085541164,1.6529,2,1.30918145,0.023007083,0.036747769,0.030927878,ABIDEII-BNI_1_29052_session_1_rest_1
ABIDEII-BNI_1,29053,session_1,rest_1,ABIDEII-BNI_1_29053_session_1_rest_1,8.517658024,0.402128543,2.199153352,9.100517322,0.003856125,0.092274522,4.9587,6,1.333005945,0.004018333,0.067613887,0.018945047,ABIDEII-BNI_1_29053_session_1_rest_1
ABIDEII-BNI_1,29054,session_1,rest_1,ABIDEII-BNI_1_29054_session_1_rest_1,9.723832637,0.37863285,2.131475732,10.69431291,0.007698406,0.201348273,37.1901,45,1.206315919,0.004646667,0.127363741,0.022971073,ABIDEII-BNI_1_29054_session_1_rest_1
ABIDEII-BNI_1,29055,session_1,rest_1,ABIDEII-BNI_1_29055_session_1_rest_1,9.740295577,0.378976482,2.034564491,9.554972509,0.004519456,0.137346236,14.0496,17,1.158385201,0.00693625,0.034841823,0.023651199,ABIDEII-BNI_1_29055_session_1_rest_1
ABIDEII-BNI_1,29056,session_1,rest_1,ABIDEII-BNI_1_29056_session_1_rest_1,9.721833829,0.363700916,2.477356889,11.19977184,0.011833473,0.088809046,0.8264,1,1.377080393,0.0026725,0.105602053,0.027170316,ABIDEII-BNI_1_29056_session_1_rest_1
ABIDEII-BNI_1,30144,session_1,rest_1,ABIDEII-BNI_1_30144_session_1_rest_1,10.2998297,0.39120237,2.051857766,13.34653166,0.012818999,0.086784133,1.6529,2,1.152160908,0.00268425,0.14012082,0.021127518,ABIDEII-BNI_1_30144_session_1_rest_1
ABIDEII-BNI_1,30146,session_1,rest_1,ABIDEII-BNI_1_30146_session_1_rest_1,9.702153773,0.405317042,2.013933139,12.31004191,0.015362647,0.075335441,1.6529,2,1.455403698,0.006559083,0.04638139,0.01851362,ABIDEII-BNI_1_30146_session_1_rest_1
ABIDEII-BNI_1,30147,session_1,rest_1,ABIDEII-BNI_1_30147_session_1_rest_1,10.10064456,0.385121231,2.151757355,13.23390675,0.008469186,0.211796196,36.3636,44,1.315219215,0.003386083,0.158490759,0.025138792,ABIDEII-BNI_1_30147_session_1_rest_1
ABIDEII-BNI_1,30148,session_1,rest_1,ABIDEII-BNI_1_30148_session_1_rest_1,10.61831054,0.397192903,2.079389724,13.91249602,0.005898374,0.094276372,0.8264,1,1.109147736,0.005604,0.154014601,0.016065115,ABIDEII-BNI_1_30148_session_1_rest_1
ABIDEII-BNI_1,30149,session_1,rest_1,ABIDEII-BNI_1_30149_session_1_rest_1,10.80089042,0.38434936,1.9417743,13.4099235,0.011075324,0.240500061,49.5868,60,1.274959289,0.003747417,0.101021464,0.020427466,ABIDEII-BNI_1_30149_session_1_rest_1
ABIDEII-BNI_1,30150,session_1,rest_1,ABIDEII-BNI_1_30150_session_1_rest_1,10.30699122,0.398090536,2.058776641,12.95146631,0.001873956,0.285832501,67.5,81,1.146687168,0.002106134,0.055248826,0.013300511,ABIDEII-BNI_1_30150_session_1_rest_1
ABIDEII-BNI_1,30151,session_1,rest_1,ABIDEII-BNI_1_30151_session_1_rest_1,9.995149109,0.40934155,1.981771197,11.45585488,0.010668915,0.14397685,15,18,1.164969133,0.006067143,0.018739695,0.013421881,ABIDEII-BNI_1_30151_session_1_rest_1
ABIDEII-EMC_1,29864,session_1,rest_1,ABIDEII-EMC_1_29864_session_1_rest_1,15.2590467,0.428627042,2.720353604,50.0641489,0.013857044,0.082355224,5.5901,9,1.195720279,0.014241032,0.037122884,0.065033785,ABIDEII-EMC_1_29864_session_1_rest_1
ABIDEII-EMC_1,29865,session_1,rest_1,ABIDEII-EMC_1_29865_session_1_rest_1,14.8343239,0.442215892,2.816589301,48.05038636,0.013735604,0.080985345,4.3478,7,1.194472594,0.004361161,0.073931299,0.05479071,ABIDEII-EMC_1_29865_session_1_rest_1
ABIDEII-EMC_1,29866,session_1,rest_1,ABIDEII-EMC_1_29866_session_1_rest_1,15.63796902,0.369451601,2.66737425,34.46208882,0.00714594,0.122952735,8.0745,13,0.942167486,0.015242774,0.081144638,0.083770617,ABIDEII-EMC_1_29866_session_1_rest_1
ABIDEII-EMC_1,29867,session_1,rest_1,ABIDEII-EMC_1_29867_session_1_rest_1,16.11240555,0.362484249,2.593982533,34.42774137,0.007669174,0.033444548,0,0,1.166195743,0.001400194,0.095282873,0.086016112,ABIDEII-EMC_1_29867_session_1_rest_1
ABIDEII-EMC_1,29868,session_1,rest_1,ABIDEII-EMC_1_29868_session_1_rest_1,14.93792151,0.434247383,2.712460943,45.22843499,0.006931573,0.100649027,13.6646,22,1.114882677,0.012234968,0.063247567,0.052916795,ABIDEII-EMC_1_29868_session_1_rest_1
ABIDEII-EMC_1,29869,session_1,rest_1,ABIDEII-EMC_1_29869_session_1_rest_1,14.88122625,0.393363989,2.459043505,34.78435726,0.015153689,0.049140827,2.4845,4,1.363947793,0.003101097,0.068928378,0.065891548,ABIDEII-EMC_1_29869_session_1_rest_1
ABIDEII-EMC_1,29870,session_1,rest_1,ABIDEII-EMC_1_29870_session_1_rest_1,16.00852433,0.417402447,2.699309659,49.47195528,0.01243763,0.059645027,0.6211,1,1.175756761,0.002002968,0.030429058,0.056281219,ABIDEII-EMC_1_29870_session_1_rest_1
ABIDEII-EMC_1,29871,session_1,rest_1,ABIDEII-EMC_1_29871_session_1_rest_1,15.61875446,0.375208239,2.714987791,33.8586443,0.001748362,0.240775597,40.3727,65,1.201923331,0.021687161,0.098171535,0.057142386,ABIDEII-EMC_1_29871_session_1_rest_1
ABIDEII-EMC_1,29872,session_1,rest_1,ABIDEII-EMC_1_29872_session_1_rest_1,13.04519775,0.434892565,2.880842231,34.35263732,0.014033502,0.034400739,0.6211,1,1.303495814,0.002152323,0.056207473,0.049466288,ABIDEII-EMC_1_29872_session_1_rest_1
ABIDEII-EMC_1,29873,session_1,rest_1,ABIDEII-EMC_1_29873_session_1_rest_1,14.3694956,0.408337124,2.985701833,38.63757363,0.009068784,0.495533238,37.2671,60,1.357842175,0.052925742,0.085028124,0.06453929,ABIDEII-EMC_1_29873_session_1_rest_1
ABIDEII-EMC_1,29874,session_1,rest_1,ABIDEII-EMC_1_29874_session_1_rest_1,14.08007406,0.412064978,2.728441195,35.27331477,0.00960433,0.069852907,1.2422,2,1.054573379,0.003245097,0.02425431,0.052687324,ABIDEII-EMC_1_29874_session_1_rest_1
ABIDEII-EMC_1,29875,session_1,rest_1,ABIDEII-EMC_1_29875_session_1_rest_1,15.96417336,0.377213996,2.751291232,38.02714333,0.015394265,0.175867684,28.5714,46,1.145910608,0.004465161,0.079886085,0.082967232,ABIDEII-EMC_1_29875_session_1_rest_1
ABIDEII-EMC_1,29876,session_1,rest_1,ABIDEII-EMC_1_29876_session_1_rest_1,14.10589947,0.40936094,2.635699635,34.20793513,0.018353995,0.049340785,1.8634,3,1.124116997,0.007435419,0.025609195,0.059483003,ABIDEII-EMC_1_29876_session_1_rest_1
ABIDEII-EMC_1,29877,session_1,rest_1,ABIDEII-EMC_1_29877_session_1_rest_1,14.68262039,0.401023365,2.508809007,34.77745096,0.010907281,0.056310154,0,0,1.185021938,0.002258839,0.024610974,0.064555083,ABIDEII-EMC_1_29877_session_1_rest_1
ABIDEII-EMC_1,29878,session_1,rest_1,ABIDEII-EMC_1_29878_session_1_rest_1,14.79785149,0.402710238,2.636625681,36.78473033,0.016364282,0.394915318,50.9317,82,1.169524363,0.030205097,0.109013513,0.069402229,ABIDEII-EMC_1_29878_session_1_rest_1
ABIDEII-EMC_1,29879,session_1,rest_1,ABIDEII-EMC_1_29879_session_1_rest_1,14.75404412,0.416318198,2.778919512,41.15479435,0.012497813,0.024461406,0,0,1.371394301,0.002414065,0.052141529,0.06165009,ABIDEII-EMC_1_29879_session_1_rest_1
ABIDEII-EMC_1,29880,session_1,rest_1,ABIDEII-EMC_1_29880_session_1_rest_1,10.99671176,0.448128357,3.353884827,21.51958831,0.059563395,2.858168426,85.7143,138,0.965906295,0.04218929,0.057586432,0.101889033,ABIDEII-EMC_1_29880_session_1_rest_1
ABIDEII-EMC_1,29881,session_1,rest_1,ABIDEII-EMC_1_29881_session_1_rest_1,14.80832899,0.382459961,2.844594934,32.15322778,0.008881032,0.091948293,6.8323,11,1.116587653,0.006149613,0.039995654,0.074623746,ABIDEII-EMC_1_29881_session_1_rest_1
ABIDEII-EMC_1,29882,session_1,rest_1,ABIDEII-EMC_1_29882_session_1_rest_1,16.14334592,0.391805027,2.759185128,42.56799147,0.007294253,0.126407087,11.1801,18,1.175428804,0.008209032,0.057935808,0.072093507,ABIDEII-EMC_1_29882_session_1_rest_1
ABIDEII-EMC_1,29883,session_1,rest_1,ABIDEII-EMC_1_29883_session_1_rest_1,14.87024095,0.43265969,2.605449018,41.81866069,0.012617138,0.906277176,51.5528,83,1.040723248,0.046960903,0.145344227,0.059961112,ABIDEII-EMC_1_29883_session_1_rest_1
ABIDEII-EMC_1,29884,session_1,rest_1,ABIDEII-EMC_1_29884_session_1_rest_1,14.89349273,0.416947608,2.761117443,41.71295173,0.008680719,0.297692484,45.3416,73,1.237230252,0.014415097,0.063692662,0.056283164,ABIDEII-EMC_1_29884_session_1_rest_1
ABIDEII-EMC_1,29885,session_1,rest_1,ABIDEII-EMC_1_29885_session_1_rest_1,14.04793184,0.421856682,2.474809795,37.72814599,0.016042318,0.071454763,6.2112,10,1.229035306,0.00521129,0.100443858,0.062893081,ABIDEII-EMC_1_29885_session_1_rest_1
ABIDEII-EMC_1,29886,session_1,rest_1,ABIDEII-EMC_1_29886_session_1_rest_1,14.14758973,0.43206929,2.857132963,39.71777085,0.010749001,0.359907398,39.1304,63,1.213302632,0.027506323,0.123000687,0.057651926,ABIDEII-EMC_1_29886_session_1_rest_1
ABIDEII-EMC_1,29887,session_1,rest_1,ABIDEII-EMC_1_29887_session_1_rest_1,12.48190307,0.406368747,3.789170823,20.31210878,0.026651906,22.56473287,91.3043,147,0.634852752,0.076643226,0.263415745,0.214566529,ABIDEII-EMC_1_29887_session_1_rest_1
ABIDEII-EMC_1,29888,session_1,rest_1,ABIDEII-EMC_1_29888_session_1_rest_1,14.27098161,0.431254717,3.051902895,36.76891759,0.023615077,7.217983335,59.0062,95,1.022320904,0.187573613,0.680470994,0.197443306,ABIDEII-EMC_1_29888_session_1_rest_1
ABIDEII-EMC_1,29889,session_1,rest_1,ABIDEII-EMC_1_29889_session_1_rest_1,15.36659566,0.376334257,2.587439191,32.49329766,0.013191945,0.325601692,34.7826,56,0.995717922,0.043797806,0.126185373,0.088152476,ABIDEII-EMC_1_29889_session_1_rest_1
ABIDEII-EMC_1,29890,session_1,rest_1,ABIDEII-EMC_1_29890_session_1_rest_1,15.8039001,0.402902105,2.817945136,42.65702385,0.011609488,0.520978066,41.6149,67,1.736015019,0.093652194,0.154025196,0.07233256,ABIDEII-EMC_1_29890_session_1_rest_1
ABIDEII-EMC_1,29891,session_1,rest_1,ABIDEII-EMC_1_29891_session_1_rest_1,15.18225005,0.402827004,2.560319722,38.7863399,0.013722676,0.086075816,6.2112,10,1.336919482,0.01396071,0.052878291,0.06719642,ABIDEII-EMC_1_29891_session_1_rest_1
ABIDEII-EMC_1,29892,session_1,rest_1,ABIDEII-EMC_1_29892_session_1_rest_1,16.23969038,0.391176459,2.569503401,43.11051414,0.01051687,0.113655952,9.9379,16,1.147341509,0.013330516,0.19185935,0.072107846,ABIDEII-EMC_1_29892_session_1_rest_1
ABIDEII-EMC_1,29893,session_1,rest_1,ABIDEII-EMC_1_29893_session_1_rest_1,14.42721618,0.449147336,2.87144492,47.22178128,0.013837726,0.362167217,55.2795,89,1.208711399,0.028560645,0.113240688,0.05193971,ABIDEII-EMC_1_29893_session_1_rest_1
ABIDEII-EMC_1,29894,session_1,rest_1,ABIDEII-EMC_1_29894_session_1_rest_1,14.9907226,0.404957333,2.905517552,42.53417612,0.010140197,0.301486827,32.2981,52,1.009954045,0.043019935,0.059172853,0.082163848,ABIDEII-EMC_1_29894_session_1_rest_1
ABIDEII-EMC_1,29895,session_1,rest_1,ABIDEII-EMC_1_29895_session_1_rest_1,15.36645324,0.398676801,2.762935282,38.48388354,0.011942047,0.202867564,12.4224,20,1.44252778,0.04952,0.087789423,0.072197242,ABIDEII-EMC_1_29895_session_1_rest_1
ABIDEII-EMC_1,29896,session_1,rest_1,ABIDEII-EMC_1_29896_session_1_rest_1,15.43472443,0.404420821,2.347532511,40.08448254,0.008484114,0.086855631,4.3478,7,1.141725443,0.001145161,0.056101316,0.048334483,ABIDEII-EMC_1_29896_session_1_rest_1
ABIDEII-EMC_1,29897,session_1,rest_1,ABIDEII-EMC_1_29897_session_1_rest_1,14.30098414,0.389428443,2.971567187,31.20551407,0.010370133,0.426360803,47.205,76,0.713648349,0.028835935,0.121792454,0.089947475,ABIDEII-EMC_1_29897_session_1_rest_1
ABIDEII-EMC_1,29898,session_1,rest_1,ABIDEII-EMC_1_29898_session_1_rest_1,14.71778715,0.416964116,2.550620767,39.16162535,0.015947027,0.228188311,21.118,34,1.326380381,0.027142645,0.098518506,0.070627772,ABIDEII-EMC_1_29898_session_1_rest_1
ABIDEII-EMC_1,29899,session_1,rest_1,ABIDEII-EMC_1_29899_session_1_rest_1,14.93586366,0.397981412,2.835069075,36.61366244,0.01414172,0.152812384,18.0124,29,1.229801146,0.022106452,0.088762268,0.066377659,ABIDEII-EMC_1_29899_session_1_rest_1
ABIDEII-EMC_1,29900,session_1,rest_1,ABIDEII-EMC_1_29900_session_1_rest_1,14.18582117,0.395307761,2.734770612,33.3874763,0.008927878,0.312356519,39.1304,63,0.908681913,0.022526581,0.104293253,0.067020845,ABIDEII-EMC_1_29900_session_1_rest_1
ABIDEII-EMC_1,29901,session_1,rest_1,ABIDEII-EMC_1_29901_session_1_rest_1,13.4148391,0.431111086,2.733786165,35.93810889,0.009395725,0.059586577,1.2422,2,1.284451685,0.003967806,0.03293479,0.056367648,ABIDEII-EMC_1_29901_session_1_rest_1
ABIDEII-EMC_1,29902,session_1,rest_1,ABIDEII-EMC_1_29902_session_1_rest_1,13.85293703,0.433488038,2.655226838,37.48431462,0.016835252,0.244972975,30.4348,49,1.093893664,0.007484903,0.083024444,0.051518015,ABIDEII-EMC_1_29902_session_1_rest_1
