Site_ID,Sub_ID,Session,Series,Unique_ID,CNR,SNR,Qi1,EFC,Smoothness_of_Voxels,FBER,Cortical Contrast
ABIDEII-EMC_1,29867,session_1,anat_1,ABIDEII-EMC_1_29867_session_1_anat_1,7.373420306,16.23340767,0.265453559,0.38020653,2.69560025,1107.449835,0.336800311
ABIDEII-EMC_1,29868,session_1,anat_1,ABIDEII-EMC_1_29868_session_1_anat_1,7.104853406,13.89638238,0.28964472,0.467333463,3.540244069,735.0516781,0.374640916
ABIDEII-EMC_1,29869,session_1,anat_1,ABIDEII-EMC_1_29869_session_1_anat_1,6.532272506,14.32809167,0.309890622,0.421529117,2.64864469,705.0127877,0.344844651
ABIDEII-EMC_1,29870,session_1,anat_1,ABIDEII-EMC_1_29870_session_1_anat_1,5.048613793,12.42850325,0.274581993,0.445452366,3.020633613,672.909451,0.322681512
ABIDEII-EMC_1,29871,session_1,anat_1,ABIDEII-EMC_1_29871_session_1_anat_1,6.601835726,15.05788426,0.295606193,0.415005068,2.946489162,853.2708871,0.350596185
ABIDEII-EMC_1,29872,session_1,anat_1,ABIDEII-EMC_1_29872_session_1_anat_1,6.418069926,15.41850326,0.278873964,0.473454647,3.30951076,735.6713615,0.31578046
ABIDEII-EMC_1,29873,session_1,anat_1,ABIDEII-EMC_1_29873_session_1_anat_1,5.513979483,11.31699958,0.284686822,0.449867138,2.778633407,409.5781512,0.349766839
ABIDEII-EMC_1,29874,session_1,anat_1,ABIDEII-EMC_1_29874_session_1_anat_1,6.612767286,15.15883054,0.300161932,0.433611308,2.631900244,900.7901212,0.331809375
ABIDEII-EMC_1,29875,session_1,anat_1,ABIDEII-EMC_1_29875_session_1_anat_1,6.253497527,13.79462792,0.25809503,0.416484951,3.194078074,647.2330706,0.340754287
ABIDEII-EMC_1,29876,session_1,anat_1,ABIDEII-EMC_1_29876_session_1_anat_1,6.464924371,15.58151504,0.283455848,0.42954591,2.651933228,874.0553645,0.321743586
ABIDEII-EMC_1,29877,session_1,anat_1,ABIDEII-EMC_1_29877_session_1_anat_1,7.274598126,15.21804486,0.288842966,0.419671259,2.660066913,777.4086064,0.362466621
ABIDEII-EMC_1,29878,session_1,anat_1,ABIDEII-EMC_1_29878_session_1_anat_1,5.252954453,10.8490294,0.248608519,0.447703861,2.90213341,397.8490487,0.341742555
ABIDEII-EMC_1,29879,session_1,anat_1,ABIDEII-EMC_1_29879_session_1_anat_1,7.147272455,15.59871583,0.311260741,0.443702481,3.230388547,840.3605039,0.35190617
ABIDEII-EMC_1,29880,session_1,anat_1,ABIDEII-EMC_1_29880_session_1_anat_1,4.811582394,10.36070077,0.286062653,0.457891131,2.986444524,361.2498639,0.318555937
ABIDEII-EMC_1,29881,session_1,anat_1,ABIDEII-EMC_1_29881_session_1_anat_1,5.58361885,14.25098912,0.253511852,0.410007273,3.505111204,707.5941906,0.278791632
ABIDEII-EMC_1,29882,session_1,anat_1,ABIDEII-EMC_1_29882_session_1_anat_1,5.546706902,13.49240147,0.259831913,0.424008408,2.800778037,679.7603807,0.317830949
ABIDEII-EMC_1,29883,session_1,anat_1,ABIDEII-EMC_1_29883_session_1_anat_1,6.05505701,13.31715727,0.289567237,0.453101647,2.698377671,623.4308729,0.341993129
ABIDEII-EMC_1,29884,session_1,anat_1,ABIDEII-EMC_1_29884_session_1_anat_1,5.976434262,13.5632531,0.253998292,0.447014163,2.834811186,665.1939356,0.333103106
ABIDEII-EMC_1,29885,session_1,anat_1,ABIDEII-EMC_1_29885_session_1_anat_1,6.091841609,13.32788885,0.303685931,0.458459146,3.259088544,578.1819191,0.357680613
ABIDEII-EMC_1,29886,session_1,anat_1,ABIDEII-EMC_1_29886_session_1_anat_1,7.312692513,16.33068183,0.359531045,0.471394676,3.46738921,786.7035764,0.355811804
ABIDEII-EMC_1,29887,session_1,anat_1,ABIDEII-EMC_1_29887_session_1_anat_1,7.194958706,14.21587688,0.243921909,0.40712086,3.147033,713.1293376,0.380697786
ABIDEII-EMC_1,29888,session_1,anat_1,ABIDEII-EMC_1_29888_session_1_anat_1,7.511660668,15.81188179,0.312791789,0.445359588,2.627222292,740.7508651,0.370907792
ABIDEII-EMC_1,29889,session_1,anat_1,ABIDEII-EMC_1_29889_session_1_anat_1,5.985859392,14.06171219,0.209937592,0.404594012,2.952066549,740.1802183,0.324658332
ABIDEII-EMC_1,29890,session_1,anat_1,ABIDEII-EMC_1_29890_session_1_anat_1,5.917136511,14.34642751,0.300383235,0.43165899,3.426555192,669.9136246,0.32298007
ABIDEII-EMC_1,29891,session_1,anat_1,ABIDEII-EMC_1_29891_session_1_anat_1,5.637620083,14.11214401,0.305580997,0.435216683,3.20672252,748.4516713,0.348409867
ABIDEII-EMC_1,29892,session_1,anat_1,ABIDEII-EMC_1_29892_session_1_anat_1,7.303319377,16.50628854,0.316355245,0.423820109,2.941522495,1189.988958,0.354329293
ABIDEII-EMC_1,29893,session_1,anat_1,ABIDEII-EMC_1_29893_session_1_anat_1,5.704382465,12.47159723,0.315940872,0.477255504,2.743389143,587.6283498,0.349233482
ABIDEII-EMC_1,29894,session_1,anat_1,ABIDEII-EMC_1_29894_session_1_anat_1,5.134493143,11.78706955,0.27896958,0.453332187,2.911811381,461.4976472,0.330219957
ABIDEII-EMC_1,29895,session_1,anat_1,ABIDEII-EMC_1_29895_session_1_anat_1,6.713445085,16.06505861,0.272890109,0.433412031,3.263877432,920.8338934,0.32499095
ABIDEII-EMC_1,29896,session_1,anat_1,ABIDEII-EMC_1_29896_session_1_anat_1,7.477417586,16.23165095,0.394207178,0.428037805,2.764744701,935.0149991,0.372137911
ABIDEII-EMC_1,29897,session_1,anat_1,ABIDEII-EMC_1_29897_session_1_anat_1,6.42143636,14.28911976,0.273336955,0.429198942,3.308189196,655.2023204,0.33689108
ABIDEII-EMC_1,29898,session_1,anat_1,ABIDEII-EMC_1_29898_session_1_anat_1,6.236502831,14.0186771,0.329955132,0.455692784,3.188199662,706.9051867,0.339556338
ABIDEII-EMC_1,29899,session_1,anat_1,ABIDEII-EMC_1_29899_session_1_anat_1,7.087425214,15.27889898,0.290917114,0.42371204,2.845600264,771.8937056,0.361803159
ABIDEII-EMC_1,29900,session_1,anat_1,ABIDEII-EMC_1_29900_session_1_anat_1,5.817906268,12.46711371,0.278381774,0.43213094,2.648311357,531.8075842,0.348487254
ABIDEII-EMC_1,29901,session_1,anat_1,ABIDEII-EMC_1_29901_session_1_anat_1,6.794189066,15.11086334,0.261477613,0.469579662,3.119333623,742.8432203,0.34114273
ABIDEII-EMC_1,29902,session_1,anat_1,ABIDEII-EMC_1_29902_session_1_anat_1,4.836913411,11.90500612,0.371000469,0.462356349,3.645944058,496.4269432,0.33011389
ABIDEII-EMC_1,29903,session_1,anat_1,ABIDEII-EMC_1_29903_session_1_anat_1,6.836745126,15.46068999,0.301921022,0.464823527,2.691066738,760.2197482,0.327530661
ABIDEII-EMC_1,29904,session_1,anat_1,ABIDEII-EMC_1_29904_session_1_anat_1,6.806073211,14.50257309,0.307130435,0.455165682,3.094899877,727.3942827,0.360954683
ABIDEII-EMC_1,29905,session_1,anat_1,ABIDEII-EMC_1_29905_session_1_anat_1,6.97000976,16.83301326,0.379425203,0.469091939,3.247977649,921.8604717,0.34320372
ABIDEII-EMC_1,29906,session_1,anat_1,ABIDEII-EMC_1_29906_session_1_anat_1,6.760277615,15.92045628,0.300265712,0.44536627,3.257210982,782.1960441,0.315891574
ABIDEII-EMC_1,29907,session_1,anat_1,ABIDEII-EMC_1_29907_session_1_anat_1,7.438825025,15.76872485,0.302108397,0.4466736,2.682533404,845.2414943,0.360965878
ABIDEII-EMC_1,29908,session_1,anat_1,ABIDEII-EMC_1_29908_session_1_anat_1,5.267378176,11.60002047,0.331850763,0.472974204,3.398944534,466.9526849,0.33219375
ABIDEII-EMC_1,29909,session_1,anat_1,ABIDEII-EMC_1_29909_session_1_anat_1,6.317874227,13.64541158,0.315955036,0.454536243,2.676266738,603.1696387,0.349686561
ABIDEII-EMC_1,29910,session_1,anat_1,ABIDEII-EMC_1_29910_session_1_anat_1,6.648627128,14.28784673,0.294620703,0.443998638,2.636333578,698.4476407,0.349315879
ABIDEII-EMC_1,29911,session_1,anat_1,ABIDEII-EMC_1_29911_session_1_anat_1,7.624814786,15.57897252,0.298975271,0.439967271,3.064188564,778.9116349,0.380721581
ABIDEII-EMC_1,29912,session_1,anat_1,ABIDEII-EMC_1_29912_session_1_anat_1,7.69220671,16.31884513,0.308204633,0.431014606,3.229744102,988.134899,0.363636307
ABIDEII-EMC_1,29913,session_1,anat_1,ABIDEII-EMC_1_29913_session_1_anat_1,6.836834264,16.65214938,0.288558787,0.450565133,2.996810992,807.8650453,0.314119417
ABIDEII-EMC_1,29914,session_1,anat_1,ABIDEII-EMC_1_29914_session_1_anat_1,5.905247783,13.18884582,0.252783504,0.431294428,3.241244101,616.7832749,0.33965356
ABIDEII-EMC_1,29915,session_1,anat_1,ABIDEII-EMC_1_29915_session_1_anat_1,5.808757814,12.99177721,0.337578014,0.4452161,2.907500077,596.7290609,0.346532703
ABIDEII-EMC_1,29916,session_1,anat_1,ABIDEII-EMC_1_29916_session_1_anat_1,6.66346869,14.96149956,0.279702404,0.430573771,2.653444339,867.0195066,0.352231477
ABIDEII-EMC_1,29917,session_1,anat_1,ABIDEII-EMC_1_29917_session_1_anat_1,6.761157855,16.71939543,0.237760782,0.381421192,3.158233208,1069.024525,0.320695738
ABIDEII-ETH_1,29057,session_1,anat_1,ABIDEII-ETH_1_29057_session_1_anat_1,5.397526069,9.320897781,0.056048459,0.477093319,4.226804683,1143.148013,0.355963278
ABIDEII-ETH_1,29058,session_1,anat_1,ABIDEII-ETH_1_29058_session_1_anat_1,5.67552238,9.775825933,0.082248779,0.517617611,4.582382716,760.9117321,0.356363819
ABIDEII-ETH_1,29059,session_1,anat_1,ABIDEII-ETH_1_29059_session_1_anat_1,5.582406432,9.301920114,0.073114077,0.510540333,4.515650204,800.6026229,0.367661457
ABIDEII-ETH_1,29060,session_1,anat_1,ABIDEII-ETH_1_29060_session_1_anat_1,6.361380038,10.04464157,0.05391958,0.45270623,4.332215611,1166.862454,0.378647384
ABIDEII-ETH_1,29062,session_1,anat_1,ABIDEII-ETH_1_29062_session_1_anat_1,4.641526868,7.917925155,0.118371854,0.486329744,5.215093316,404.9383921,0.345702248
ABIDEII-ETH_1,29063,session_1,anat_1,ABIDEII-ETH_1_29063_session_1_anat_1,6.806277035,11.75376903,0.071792686,0.502473058,4.323327543,1378.199268,0.355601358
ABIDEII-ETH_1,29064,session_1,anat_1,ABIDEII-ETH_1_29064_session_1_anat_1,6.457200505,10.43826044,0.106541148,0.452369677,5.510146024,727.048614,0.370290331
ABIDEII-ETH_1,29065,session_1,anat_1,ABIDEII-ETH_1_29065_session_1_anat_1,7.234070719,11.69712959,0.090717027,0.453377658,5.360717823,867.4454502,0.365761734
ABIDEII-ETH_1,29066,session_1,anat_1,ABIDEII-ETH_1_29066_session_1_anat_1,5.385766944,9.47212174,0.078331831,0.49209088,4.763203475,886.0814872,0.338982624
ABIDEII-ETH_1,29067,session_1,anat_1,ABIDEII-ETH_1_29067_session_1_anat_1,5.187801937,8.352766704,0.134288791,0.504071797,5.02403879,371.1349683,0.360398351
ABIDEII-ETH_1,29068,session_1,anat_1,ABIDEII-ETH_1_29068_session_1_anat_1,6.717003712,11.46084584,0.10801858,0.484083674,4.681197732,1066.841286,0.357602104
ABIDEII-ETH_1,29069,session_1,anat_1,ABIDEII-ETH_1_29069_session_1_anat_1,5.940153244,10.28742915,0.101252809,0.457101145,5.776476973,792.1991977,0.343676951
ABIDEII-ETH_1,29070,session_1,anat_1,ABIDEII-ETH_1_29070_session_1_anat_1,6.1019902,9.691685298,0.086596316,0.516016044,4.930808631,847.2824679,0.36757086
ABIDEII-ETH_1,29071,session_1,anat_1,ABIDEII-ETH_1_29071_session_1_anat_1,6.480892531,11.32398765,0.053953562,0.468160968,4.735738344,1349.943801,0.33056072
ABIDEII-ETH_1,29072,session_1,anat_1,ABIDEII-ETH_1_29072_session_1_anat_1,5.856255281,10.58625904,0.060390073,0.492579453,4.278397748,1147.892432,0.340392314
ABIDEII-ETH_1,29073,session_1,anat_1,ABIDEII-ETH_1_29073_session_1_anat_1,6.389689467,11.16833851,0.062844542,0.469405343,4.161740742,1200.644398,0.34464762
ABIDEII-ETH_1,29074,session_1,anat_1,ABIDEII-ETH_1_29074_session_1_anat_1,6.526839844,11.25005014,0.05389881,0.488157123,4.75340324,1466.416876,0.345715472
ABIDEII-ETH_1,29075,session_1,anat_1,ABIDEII-ETH_1_29075_session_1_anat_1,6.404134395,10.2548097,0.082991289,0.469171499,5.221645346,978.7780721,0.374397871
ABIDEII-ETH_1,29076,session_1,anat_1,ABIDEII-ETH_1_29076_session_1_anat_1,6.920434843,10.33872295,0.05948772,0.478054119,4.536496561,1296.198218,0.419255011
ABIDEII-ETH_1,29077,session_1,anat_1,ABIDEII-ETH_1_29077_session_1_anat_1,6.025926023,10.48189996,0.082192094,0.471586317,4.747819312,1062.765574,0.351735552
ABIDEII-ETH_1,29078,session_1,anat_1,ABIDEII-ETH_1_29078_session_1_anat_1,5.978282483,10.49934283,0.100352999,0.432438444,5.148238137,807.2091458,0.347696336
ABIDEII-ETH_1,29079,session_1,anat_1,ABIDEII-ETH_1_29079_session_1_anat_1,5.167107238,9.042473202,0.093937464,0.475781054,5.711912952,721.8394634,0.339578617
ABIDEII-ETH_1,29080,session_1,anat_1,ABIDEII-ETH_1_29080_session_1_anat_1,6.680684433,11.37527759,0.087201128,0.476810792,4.571904221,1147.259661,0.358495094
ABIDEII-ETH_1,29081,session_1,anat_1,ABIDEII-ETH_1_29081_session_1_anat_1,7.061672302,11.01082064,0.069790761,0.459646016,5.236729476,1032.023411,0.367466121
ABIDEII-ETH_1,29082,session_1,anat_1,ABIDEII-ETH_1_29082_session_1_anat_1,7.362716654,11.92784247,0.081232616,0.475392536,4.584007122,1208.626553,0.381171503
ABIDEII-ETH_1,29083,session_1,anat_1,ABIDEII-ETH_1_29083_session_1_anat_1,5.195770201,9.631233931,0.060713072,0.492917717,4.340447364,1023.100611,0.338475961
ABIDEII-ETH_1,29084,session_1,anat_1,ABIDEII-ETH_1_29084_session_1_anat_1,5.711712864,9.414393658,0.065509843,0.458671456,4.99810877,911.6463847,0.351601617
ABIDEII-ETH_1,29085,session_1,anat_1,ABIDEII-ETH_1_29085_session_1_anat_1,7.134707453,11.34915303,0.067768493,0.49807486,4.5911376,1347.328753,0.385350853
ABIDEII-ETH_1,29086,session_1,anat_1,ABIDEII-ETH_1_29086_session_1_anat_1,5.624899775,10.51912698,0.066974462,0.443407956,4.51271377,1015.236347,0.323548941
ABIDEII-ETH_1,29087,session_1,anat_1,ABIDEII-ETH_1_29087_session_1_anat_1,6.574428957,10.71546273,0.063656806,0.484648343,4.926570391,1177.872325,0.375727307
ABIDEII-ETH_1,29088,session_1,anat_1,ABIDEII-ETH_1_29088_session_1_anat_1,7.044635246,10.46582473,0.079399501,0.446674615,4.898982896,1042.676279,0.392878623
ABIDEII-ETH_1,29089,session_1,anat_1,ABIDEII-ETH_1_29089_session_1_anat_1,6.985685025,10.94527853,0.060714191,0.4668318,4.707183062,1072.030208,0.375997318
ABIDEII-ETH_1,29090,session_1,anat_1,ABIDEII-ETH_1_29090_session_1_anat_1,7.071409889,10.19891872,0.043590795,0.443887204,4.674689888,1229.01872,0.393699158
ABIDEII-ETH_1,29091,session_1,anat_1,ABIDEII-ETH_1_29091_session_1_anat_1,7.417704524,11.86619601,0.110306827,0.4489071,4.980621857,829.3625878,0.37228591
ABIDEII-ETH_1,29092,session_1,anat_1,ABIDEII-ETH_1_29092_session_1_anat_1,6.853471773,10.99090615,0.057634827,0.484477675,4.405066621,1271.424072,0.366729374
ABIDEII-ETH_1,29093,session_1,anat_1,ABIDEII-ETH_1_29093_session_1_anat_1,6.980537526,11.33983578,0.085242493,0.502105669,4.439784593,1006.037776,0.379144532
ABIDEII-ETH_1,29094,session_1,anat_1,ABIDEII-ETH_1_29094_session_1_anat_1,6.331391089,10.45071022,0.052068641,0.458303647,4.586988352,1269.595405,0.359346886
ABIDEII-GU_1,28741,session_1,anat_1,ABIDEII-GU_1_28741_session_1_anat_1,10.05875225,19.17931134,0.122384245,0.419483357,2.72827,702.1282466,0.406906747
